Number of Blocks,ErrorUB,ErrorLB
1.269000000000000000e+03,4.671170969535095370e-44,1.051851733160961942e-52
1.270000000000000000e+03,4.318885219925665489e-44,9.575071993038706152e-53
1.271000000000000000e+03,3.993167808359797827e-44,8.716247811500545882e-53
1.272000000000000000e+03,3.692015030210835938e-44,7.934454797491153374e-53
1.273000000000000000e+03,3.413574294264753279e-44,7.222783736181116027e-53
1.274000000000000000e+03,3.156132726198529852e-44,6.574945126177788058e-53
1.275000000000000000e+03,2.918106631549641723e-44,5.985213595098623184e-53
1.276000000000000000e+03,2.698031753357369895e-44,5.448377300721100220e-53
1.277000000000000000e+03,2.494554264543437434e-44,4.959691870532784835e-53
1.278000000000000000e+03,2.306422439620381915e-44,4.514838472617038047e-53
1.279000000000000000e+03,2.132478954494950452e-44,4.109885647318041212e-53
1.280000000000000000e+03,1.971653766996974556e-44,3.741254562367558621e-53
1.281000000000000000e+03,1.822957534337797361e-44,3.405687384409341734e-53
1.282000000000000000e+03,1.685475527004149408e-44,3.100218487400875733e-53
1.283000000000000000e+03,1.558362001647957372e-44,2.822148243441678492e-53
1.284000000000000000e+03,1.440834998356095518e-44,2.569019164400298069e-53
1.285000000000000000e+03,1.332171530294275445e-44,2.338594183488857202e-53
1.286000000000000000e+03,1.231703136133834706e-44,2.128836884844533730e-53
1.287000000000000000e+03,1.138811767901089799e-44,1.937893506394345657e-53
1.288000000000000000e+03,1.052925988952803340e-44,1.764076556950311450e-53
1.289000000000000000e+03,9.735174586890512657e-45,1.605849902749199357e-53
1.290000000000000000e+03,9.000976823783862405e-45,1.461815191636386610e-53
1.291000000000000000e+03,8.322150061016199367e-45,1.330699494915806048e-53
1.292000000000000000e+03,7.694518383278864337e-45,1.211344057648596762e-53
1.293000000000000000e+03,7.114220810311478314e-45,1.102694057979940083e-53
1.294000000000000000e+03,6.577687545442037522e-45,1.003789284990230926e-53
1.295000000000000000e+03,6.081618015391571671e-45,9.137556526848933069e-54
1.296000000000000000e+03,5.622960566250150895e-45,8.317974751261874668e-54
1.297000000000000000e+03,5.198893690722610766e-45,7.571904344376038102e-54
1.298000000000000000e+03,4.806808671158826767e-45,6.892751795343421628e-54
1.299000000000000000e+03,4.444293531594770180e-45,6.274514990076124085e-54
1.300000000000000000e+03,4.109118200082974913e-45,5.711730166649419336e-54
1.301000000000000000e+03,3.799220790035050512e-45,5.199423628473433318e-54
1.302000000000000000e+03,3.512694916184958513e-45,4.733067788492317913e-54
1.303000000000000000e+03,3.247777967144103590e-45,4.308541155943631572e-54
1.304000000000000000e+03,3.002840262405280743e-45,3.922091912056335685e-54
1.305000000000000000e+03,2.776375027093180119e-45,3.570304752780864131e-54
1.306000000000000000e+03,2.566989122788811626e-45,3.250070705519639188e-54
1.307000000000000000e+03,2.373394477407867574e-45,2.958559653107923980e-54
1.308000000000000000e+03,2.194400161411823975e-45,2.693195322222563945e-54
1.309000000000000000e+03,2.028905061607525684e-45,2.451632515174034203e-54
1.310000000000000000e+03,1.875891107467048335e-45,2.231736383864824526e-54
1.311000000000000000e+03,1.734417008297977891e-45,2.031563562744019949e-54
1.312000000000000000e+03,1.603612462737872031e-45,1.849344994018416048e-54
1.313000000000000000e+03,1.482672804951195220e-45,1.683470293334780193e-54
1.314000000000000000e+03,1.370854054594082335e-45,1.532473517762965022e-54
1.315000000000000000e+03,1.267468340096060838e-45,1.395020210301846341e-54
1.316000000000000000e+03,1.171879667103986874e-45,1.269895606412423711e-54
1.317000000000000000e+03,1.083500006057484028e-45,1.155993898351241448e-54
1.318000000000000000e+03,1.001785674827648801e-45,1.052308462425928894e-54
1.319000000000000000e+03,9.262339941663497032e-46,9.579229628050860846e-55
1.320000000000000000e+03,8.563801953915297354e-46,8.720032532607820075e-55
1.321000000000000000e+03,7.917945612856986155e-46,7.937900052742748780e-55
1.322000000000000000e+03,7.320797826191916055e-46,7.225919973545034618e-55
1.323000000000000000e+03,6.768685140366636077e-46,6.577800062629386506e-55
1.324000000000000000e+03,6.258211142712555738e-46,5.987812461573601172e-55
1.325000000000000000e+03,5.786235567850567365e-46,5.450743065097742570e-55
1.326000000000000000e+03,5.349854979828576443e-46,4.961845440614078267e-55
1.327000000000000000e+03,4.946384911153650339e-46,4.516798880906566190e-55
1.328000000000000000e+03,4.573343348845781509e-46,4.111670219222636065e-55
1.329000000000000000e+03,4.228435465923700593e-46,3.742879069313219056e-55
1.330000000000000000e+03,3.909539504396405053e-46,3.407166183223613764e-55
1.331000000000000000e+03,3.614693722917539860e-46,3.101564647193503626e-55
1.332000000000000000e+03,3.342084328808113827e-46,2.823373661104852494e-55
1.333000000000000000e+03,3.090034320210532669e-46,2.570134669749247345e-55
1.334000000000000000e+03,2.856993169733744913e-46,2.339609634971996672e-55
1.335000000000000000e+03,2.641527286127044591e-46,2.129761256668999854e-55
1.336000000000000000e+03,2.442311195306107832e-46,1.938734967836920175e-55
1.337000000000000000e+03,2.258119386479306316e-46,1.764842544554648053e-55
1.338000000000000000e+03,2.087818773215172175e-46,1.606547186047412763e-55
1.339000000000000000e+03,1.930361723073428250e-46,1.462449932975821732e-55
1.340000000000000000e+03,1.784779612920446117e-46,1.331277303919722012e-55
1.341000000000000000e+03,1.650176870283519305e-46,1.211870040792066466e-55
1.342000000000000000e+03,1.525725464088505178e-46,1.103172863719101751e-55
1.343000000000000000e+03,1.410659810889322907e-46,1.004225144843727348e-55
1.344000000000000000e+03,1.304272065254634340e-46,9.141524186305613616e-56
1.345000000000000000e+03,1.205907765339361220e-46,8.321586536435001509e-56
1.346000000000000000e+03,1.114961806854188670e-46,7.575192174967157382e-56
1.347000000000000000e+03,1.030874720666331993e-46,6.895744728056123121e-56
1.348000000000000000e+03,9.531292311323675854e-47,6.277239475409079752e-56
1.349000000000000000e+03,8.812470739914691073e-47,5.714210282656705742e-56
1.350000000000000000e+03,8.147860542435452619e-47,5.201681293557986858e-56
1.351000000000000000e+03,7.533373259134163426e-47,4.735122955113169485e-56
1.352000000000000000e+03,6.965228769670992551e-47,4.310411986948797542e-56
1.353000000000000000e+03,6.439932039080777895e-47,3.923794941199753045e-56
1.354000000000000000e+03,5.954251617486800557e-47,3.571855030841960873e-56
1.355000000000000000e+03,5.505199761301315055e-47,3.251481933316890078e-56
1.356000000000000000e+03,5.090014053625741938e-47,2.959844302581918758e-56
1.357000000000000000e+03,4.706140410785702652e-47,2.694364746658681887e-56
1.358000000000000000e+03,4.351217370461645394e-47,2.452697049538834704e-56
1.359000000000000000e+03,4.023061564762413914e-47,2.232705436142886148e-56
1.360000000000000000e+03,3.719654288875814865e-47,2.032445697082437758e-56
1.361000000000000000e+03,3.439129082671429490e-47,1.850148006413730093e-56
1.362000000000000000e+03,3.179760248862060973e-47,1.684201280531386227e-56
1.363000000000000000e+03,2.939952237090630420e-47,1.533138939971516784e-56
1.364000000000000000e+03,2.718229828637987148e-47,1.395625948292457208e-56
1.365000000000000000e+03,2.513229061370470602e-47,1.270447013486857600e-56
1.366000000000000000e+03,2.323688839100846504e-47,1.156495847653479167e-56
1.367000000000000000e+03,2.148443173746122826e-47,1.052765390009346456e-56
1.368000000000000000e+03,1.986414012558785164e-47,9.583389068368253589e-57
1.369000000000000000e+03,1.836604606306503898e-47,8.723818897095843988e-57
1.370000000000000000e+03,1.698093377604204682e-47,7.941346803974099986e-57
1.371000000000000000e+03,1.570028251678051013e-47,7.229057572708663633e-57
1.372000000000000000e+03,1.451621414686270499e-47,6.580656238735762081e-57
1.373000000000000000e+03,1.342144467351853033e-47,5.990412456514149555e-57
1.374000000000000000e+03,1.240923944093580369e-47,5.453109856723637027e-57
1.375000000000000000e+03,1.147337170090999613e-47,4.963999945806636737e-57
1.376000000000000000e+03,1.060808430797071395e-47,4.518760140433717764e-57
1.377000000000000000e+03,9.808054303347253323e-48,4.113455566014211996e-57
1.378000000000000000e+03,9.068360169906327352e-48,3.744504281643335569e-57
1.379000000000000000e+03,8.384451556623073819e-48,3.408645624153760747e-57
1.380000000000000000e+03,7.752121286343354565e-48,3.102911391508265481e-57
1.381000000000000000e+03,7.167479474636239665e-48,2.824599610862173029e-57
1.382000000000000000e+03,6.626929600525300868e-48,2.571250659466748153e-57
1.383000000000000000e+03,6.127146381894294299e-48,2.340625527378851998e-57
1.384000000000000000e+03,5.665055319462647956e-48,2.130686029869107496e-57
1.385000000000000000e+03,5.237813783494118616e-48,1.939576794654246496e-57
1.386000000000000000e+03,4.842793526888851672e-48,1.765608864761902917e-57
1.387000000000000000e+03,4.477564517085871688e-48,1.607244772116138772e-57
1.388000000000000000e+03,4.139879987315075259e-48,1.463084949929165234e-57
1.389000000000000000e+03,3.827662615239414157e-48,1.331855363816699392e-57
1.390000000000000000e+03,3.538991743961969149e-48,1.212396252325021837e-57
1.391000000000000000e+03,3.272091566787057168e-48,1.103651877362638232e-57
1.392000000000000000e+03,3.025320203051039543e-48,1.004661193953888230e-57
1.393000000000000000e+03,2.797159597821331610e-48,9.145493568577525519e-58
1.394000000000000000e+03,2.586206183330110004e-48,8.325199889897588423e-58
1.395000000000000000e+03,2.391162244694383875e-48,7.578481433182070709e-58
1.396000000000000000e+03,2.210827936808032923e-48,6.898738960343675054e-58
1.397000000000000000e+03,2.044093903295789042e-48,6.279965143752959703e-58
1.398000000000000000e+03,1.889934452123652572e-48,5.716691475566219798e-58
1.399000000000000000e+03,1.747401245884504507e-48,5.203939938953437172e-58
1.400000000000000000e+03,1.615617467943244904e-48,4.737179014117148902e-58
1.401000000000000000e+03,1.493772428554091370e-48,4.312283630295894980e-58
1.402000000000000000e+03,1.381116577768255011e-48,3.925498709823102759e-58
1.403000000000000000e+03,1.276956894453215258e-48,3.573405982056307891e-58
1.404000000000000000e+03,1.180652623058466403e-48,3.252893773889746499e-58
1.405000000000000000e+03,1.091611331901468471e-48,2.961129509869288447e-58
1.406000000000000000e+03,1.009285268726065110e-48,2.695534678875798158e-58
1.407000000000000000e+03,9.331679911137016395e-49,2.453762046139882795e-58
1.408000000000000000e+03,8.627912510189602514e-49,2.233674909197489307e-58
1.409000000000000000e+03,7.977221142641729779e-49,2.033328214456368650e-58
1.410000000000000000e+03,7.375602972730167140e-49,1.850951367488715246e-58
1.411000000000000000e+03,6.819357046598204932e-49,1.684932585133249756e-58
1.412000000000000000e+03,6.305061525264656190e-49,1.533804651116013093e-58
1.413000000000000000e+03,5.829552634614375742e-49,1.396231949303261431e-58
1.414000000000000000e+03,5.389905202917500873e-49,1.270998659990197762e-58
1.415000000000000000e+03,4.983414666151184107e-49,1.156998014909344752e-58
1.416000000000000000e+03,4.607580430425400868e-49,1.053222515997371773e-58
1.417000000000000000e+03,4.260090489165618546e-49,9.587550314775177367e-59
1.418000000000000000e+03,3.938807200421195843e-49,8.727606905678319889e-59
1.419000000000000000e+03,3.641754136806669030e-49,7.944795051834894780e-59
1.420000000000000000e+03,3.367103927181423402e-49,7.232196534263213428e-59
1.421000000000000000e+03,3.113167015273012136e-49,6.583513655035099440e-59
1.422000000000000000e+03,2.878381266092019197e-49,5.993013580410005540e-59
1.423000000000000000e+03,2.661302356199777895e-49,5.455477676044596547e-59
1.424000000000000000e+03,2.460594888713386015e-49,4.966155386516712175e-59
1.425000000000000000e+03,2.275024178390659791e-49,4.520722251568305350e-59
1.426000000000000000e+03,2.103448656259065563e-49,4.115241688029294811e-59
1.427000000000000000e+03,1.944812847065183629e-49,3.746130199664144336e-59
1.428000000000000000e+03,1.798140876343761949e-49,3.410125707478550100e-59
1.429000000000000000e+03,1.662530467164225001e-49,3.104258720598836112e-59
1.430000000000000000e+03,1.537147389624728662e-49,2.825826092944563495e-59
1.431000000000000000e+03,1.421220328948544621e-49,2.572367133763228659e-59
1.432000000000000000e+03,1.314036140613509534e-49,2.341641860900978450e-59
1.433000000000000000e+03,1.214935463325308388e-49,2.131611204619169322e-59
1.434000000000000000e+03,1.123308662847219045e-49,1.940418987005003063e-59
1.435000000000000000e+03,1.038592081734078501e-49,1.766375517716470949e-59
1.436000000000000000e+03,9.602645719001744946e-50,1.607942661086821684e-59
1.437000000000000000e+03,8.878442886903523932e-50,1.463720242616030400e-59
1.438000000000000000e+03,8.208857267328438229e-50,1.332433674715622765e-59
1.439000000000000000e+03,7.589769793391378783e-50,1.212922692346684704e-59
1.440000000000000000e+03,7.017372045917267976e-50,1.104131099000871498e-59
1.441000000000000000e+03,6.488142825319876346e-50,1.005097432402905678e-59
1.442000000000000000e+03,5.998826490358508468e-50,9.149464674412612051e-60
1.443000000000000000e+03,5.546412930521889177e-50,8.328814812330492909e-60
1.444000000000000000e+03,5.128119048834488423e-50,7.581772119640349368e-60
1.445000000000000000e+03,4.741371641174270100e-50,6.901734492770079900e-60
1.446000000000000000e+03,4.383791566781444751e-50,6.282691995621710552e-60
1.447000000000000000e+03,4.053179112579452624e-50,5.719173745845813747e-60
1.448000000000000000e+03,3.747500461275785316e-50,5.206199565085520813e-60
1.449000000000000000e+03,3.464875179997841823e-50,4.739235965891810583e-60
1.450000000000000000e+03,3.203564652498493538e-50,4.314156086337595612e-60
1.451000000000000000e+03,2.961961383770347187e-50,3.927203218247422219e-60
1.452000000000000000e+03,2.738579111273571608e-50,3.574957606716044772e-60
1.453000000000000000e+03,2.532043661945808042e-50,3.254306227504146776e-60
1.454000000000000000e+03,2.341084498748841991e-50,2.962415275212370248e-60
1.455000000000000000e+03,2.164526904749487237e-50,2.696705119094512864e-60
1.456000000000000000e+03,2.001284756653701450e-50,2.454827505177922509e-60
1.457000000000000000e+03,1.850353843339294937e-50,2.234644803211310551e-60
1.458000000000000000e+03,1.710805688284643215e-50,2.034211115032103355e-60
1.459000000000000000e+03,1.581781837891641105e-50,1.851755077394668112e-60
1.460000000000000000e+03,1.462488580566123559e-50,1.685664207278121250e-60
1.461000000000000000e+03,1.352192064069461539e-50,1.534470651321978301e-60
1.462000000000000000e+03,1.250213781104999337e-50,1.396838213448525776e-60
1.463000000000000000e+03,1.155926395367874734e-50,1.271550546026479565e-60
1.464000000000000000e+03,1.068749882381875994e-50,1.157500400213542678e-60
1.465000000000000000e+03,9.881479613827479681e-51,1.053679840476095574e-60
1.466000000000000000e+03,9.136247962982000267e-51,9.591713368055317457e-61
1.467000000000000000e+03,8.447219455302035691e-51,8.731396559068768402e-61
1.468000000000000000e+03,7.810155417754594915e-51,7.948244796974654672e-61
1.469000000000000000e+03,7.221136845355036155e-51,7.235336858800563690e-61
1.470000000000000000e+03,6.676540292758427931e-51,6.586372312066188056e-61
1.471000000000000000e+03,6.173015584035025576e-51,5.995615833751722202e-61
1.472000000000000000e+03,5.707465203508299381e-51,5.457846523507019792e-61
1.473000000000000000e+03,5.277025240873455249e-51,4.968311763150237618e-61
1.474000000000000000e+03,4.879047773379045062e-51,4.522685214679852194e-61
1.475000000000000000e+03,4.511084576691316462e-51,4.117028585604322240e-61
1.476000000000000000e+03,4.170872064236504993e-51,3.747756823682224865e-61
1.477000000000000000e+03,3.856317362373211150e-51,3.411606433477063368e-61
1.478000000000000000e+03,3.565485435733045399e-51,3.105606634719311170e-61
1.479000000000000000e+03,3.296587183530187463e-51,2.827053107583327150e-61
1.480000000000000000e+03,3.047968433611395121e-51,2.573484092848954354e-61
1.481000000000000000e+03,2.818099766541917916e-51,2.342658635729780515e-61
1.482000000000000000e+03,2.605567107128392522e-51,2.132536781093453841e-61
1.483000000000000000e+03,2.409063025501136138e-51,1.941261545047827886e-61
1.484000000000000000e+03,2.227378694242437988e-51,1.767142503562911835e-61
1.485000000000000000e+03,2.059396452084565577e-51,1.608640853091054545e-61
1.486000000000000000e+03,1.904082928431241519e-51,1.464355811156227868e-61
1.487000000000000000e+03,1.760482686407174904e-51,1.333012236725556852e-61
1.488000000000000000e+03,1.627712345329914066e-51,1.213449360956199126e-61
1.489000000000000000e+03,1.504955146447052201e-51,1.104610528724053091e-61
1.490000000000000000e+03,1.391455928509534813e-51,1.005533860272950684e-61
1.491000000000000000e+03,1.286516482272084734e-51,9.153437504559656371e-62
1.492000000000000000e+03,1.189491255343323164e-51,8.332431304415336217e-62
1.493000000000000000e+03,1.099783380963338938e-51,7.585064234962590697e-62
1.494000000000000000e+03,1.016841006278812580e-51,6.904731325900269675e-62
1.495000000000000000e+03,9.401538975288218218e-52,6.285420031528879589e-62
1.496000000000000000e+03,8.692503012573004922e-52,5.721657093962970190e-62
1.497000000000000000e+03,8.036940422434753214e-52,5.208460172379868264e-62
1.498000000000000000e+03,7.430818402977705825e-52,4.741293810824604705e-62
1.499000000000000000e+03,6.870408294168290652e-52,4.316029355426965602e-62
1.500000000000000000e+03,6.352262640365598482e-52,3.928908466794111388e-62
1.501000000000000000e+03,5.873193982726658903e-52,3.576509905113795610e-62
1.502000000000000000e+03,5.430255251025220712e-52,3.255719294426465816e-62
1.503000000000000000e+03,5.020721634260882031e-52,2.963701598853312528e-62
1.504000000000000000e+03,4.642073818533017907e-52,2.697876067535255072e-62
1.505000000000000000e+03,4.291982489063446063e-52,2.455893426853646414e-62
1.506000000000000000e+03,3.968294001030916691e-52,2.235615118367229955e-62
1.507000000000000000e+03,3.669017131068070893e-52,2.035094398976119516e-62
1.508000000000000000e+03,3.392310827920914262e-52,1.852559136283161486e-62
1.509000000000000000e+03,3.136472886917173973e-52,1.686396147103977737e-62
1.510000000000000000e+03,2.899929478571913423e-52,1.535136940714840560e-62
1.511000000000000000e+03,2.681225466914882705e-52,1.397444740842427981e-62
1.512000000000000000e+03,2.479015457980439989e-52,1.272102671699639677e-62
1.513000000000000000e+03,2.292055523393615518e-52,1.158003003660686680e-62
1.514000000000000000e+03,2.119195548138735300e-52,1.054137363531764950e-62
1.515000000000000000e+03,1.959372155436129691e-52,9.595878228993794317e-63
1.516000000000000000e+03,1.811602165203817783e-52,8.735187857981882089e-63
1.517000000000000000e+03,1.674976545862291259e-52,7.951696040043970522e-63
1.518000000000000000e+03,1.548654822276108583e-52,7.238478546912129166e-63
1.519000000000000000e+03,1.431859905431929203e-52,6.589232210367398079e-63
1.520000000000000000e+03,1.323873312046550199e-52,5.998219217029378070e-63
1.521000000000000000e+03,1.224030744698035024e-52,5.460216399557492376e-63
1.522000000000000000e+03,1.131718005290029279e-52,4.970469076113887749e-63
1.523000000000000000e+03,1.046367216710386286e-52,4.524649030138555658e-63
1.524000000000000000e+03,9.674533294410798260e-53,4.118816259076287766e-63
1.525000000000000000e+03,8.944908916290015699e-53,3.749384154003919408e-63
1.526000000000000000e+03,8.270310627485160711e-53,3.413087802428165996e-63
1.527000000000000000e+03,7.646588524845785982e-53,3.106955134123540842e-63
1.528000000000000000e+03,7.069905678510520878e-53,2.828280655009547503e-63
1.529000000000000000e+03,6.536714528397178363e-53,2.574601536934574572e-63
1.530000000000000000e+03,6.043735060799478695e-53,2.343675852057014618e-63
1.531000000000000000e+03,5.587934630838673078e-53,2.133462759466517159e-63
1.532000000000000000e+03,5.166509306646478838e-53,1.942104468941619849e-63
1.533000000000000000e+03,4.776866620513500024e-53,1.767909822445671825e-63
1.534000000000000000e+03,4.416609620894486053e-53,1.609339348260327201e-63
1.535000000000000000e+03,4.083522127164004251e-53,1.464991655669454113e-63
1.536000000000000000e+03,3.775555096413717385e-53,1.333591049955461515e-63
1.537000000000000000e+03,3.490814018425689510e-53,1.213976258252890348e-63
1.538000000000000000e+03,3.227547261278799656e-53,1.105090166622599292e-63
1.539000000000000000e+03,2.984135295894706284e-53,1.005970477646329840e-63
1.540000000000000000e+03,2.759080733236544171e-53,9.157412059766862053e-64
1.541000000000000000e+03,2.550999112871896043e-53,8.336049366833215378e-64
1.542000000000000000e+03,2.358610386235219436e-53,7.588357779768793906e-64
1.543000000000000000e+03,2.180731042196961002e-53,6.907729460298635615e-64
1.544000000000000000e+03,2.016266826498706978e-53,6.288149251988950640e-64
1.545000000000000000e+03,1.864206010266922875e-53,5.724141520386029566e-64
1.546000000000000000e+03,1.723613166194968859e-53,5.210721761262808981e-64
1.547000000000000000e+03,1.593623414107151575e-53,4.743352549303623876e-64
1.548000000000000000e+03,1.473437100504986247e-53,4.317903437916796524e-64
1.549000000000000000e+03,1.362314879366203121e-53,3.930614455784318255e-64
1.550000000000000000e+03,1.259573163935168456e-53,3.578062877541903572e-64
1.551000000000000000e+03,1.164579921525763776e-53,3.257132974922827527e-64
1.552000000000000000e+03,1.076750785467482004e-53,2.964988481034703625e-64
1.553000000000000000e+03,9.955454602771032945e-54,2.699047524418854736e-64
1.554000000000000000e+03,9.204643979414875731e-54,2.456959811368078138e-64
1.555000000000000000e+03,8.510457248651864709e-54,2.236585854847987913e-64
1.556000000000000000e+03,7.868624005785416734e-54,2.035978066454766356e-64
1.557000000000000000e+03,7.275195907274016409e-54,1.853363544305623215e-64
1.558000000000000000e+03,6.726522381842221211e-54,1.687128404748664877e-64
1.559000000000000000e+03,6.219228173386448506e-54,1.535803519420255758e-64
1.560000000000000000e+03,5.750192577527716922e-54,1.398051531599353184e-64
1.561000000000000000e+03,5.316530244081903805e-54,1.272655037113804130e-64
1.562000000000000000e+03,4.915573427349502545e-54,1.158505825345564017e-64
1.563000000000000000e+03,4.544855575036261955e-54,1.054595085250545204e-64
1.564000000000000000e+03,4.202096154847967655e-54,9.600044898374969566e-65
1.565000000000000000e+03,3.885186625418110686e-54,8.738980803131674562e-65
1.566000000000000000e+03,3.592177465266525253e-54,7.955148781692812575e-65
1.567000000000000000e+03,3.321266179994629903e-54,7.241621599190403707e-65
1.568000000000000000e+03,3.070786213942712699e-54,6.592093350478079302e-65
1.569000000000000000e+03,2.839196698096587206e-54,6.000823730733948849e-65
1.570000000000000000e+03,2.625072971176505821e-54,5.462587304642332275e-65
1.571000000000000000e+03,2.427097815597387989e-54,4.972627325813945990e-65
1.572000000000000000e+03,2.244053354386363112e-54,4.526613698314260933e-65
1.573000000000000000e+03,2.074813559210928952e-54,4.120604708781863089e-65
1.574000000000000000e+03,1.918337323429052601e-54,3.751012190936127928e-65
1.575000000000000000e+03,1.773662057549154822e-54,3.414569814611230032e-65
1.576000000000000000e+03,1.639897767701334501e-54,3.108304219065841435e-65
1.577000000000000000e+03,1.516221580692707208e-54,2.829508735454729116e-65
1.578000000000000000e+03,1.401872681966466784e-54,2.575719466230535822e-65
1.579000000000000000e+03,1.296147635325176527e-54,2.344693510074251564e-65
1.580000000000000000e+03,1.198396055626421956e-54,2.134389139912747322e-65
1.581000000000000000e+03,1.108016607830823807e-54,1.942947758845125518e-65
1.582000000000000000e+03,1.024453307789971815e-54,1.768677474509459678e-65
1.583000000000000000e+03,9.471921020177137678e-55,1.610038146726370222e-65
1.584000000000000000e+03,8.757577054050265833e-55,1.465627776275623469e-65
1.585000000000000000e+03,8.097106774248991011e-55,1.334170114514458153e-65
1.586000000000000000e+03,7.486447188411077250e-55,1.214503384335988405e-65
1.587000000000000000e+03,6.921841722911858313e-55,1.105570012786840130e-65
1.588000000000000000e+03,6.399817113678487300e-55,1.006407284605270712e-65
1.589000000000000000e+03,5.917162039830939908e-55,9.161388340783794076e-66
1.590000000000000000e+03,5.470907368709414861e-55,8.339669000266461841e-66
1.591000000000000000e+03,5.058307890762731597e-55,7.591652754680096160e-66
1.592000000000000000e+03,4.676825431937211500e-55,6.910728896530599218e-66
1.593000000000000000e+03,4.324113239677971593e-55,6.290879657515914585e-66
1.594000000000000000e+03,3.998001546492049935e-55,5.726627025582879383e-66
1.595000000000000000e+03,3.696484222264076732e-55,5.212984332160267889e-66
1.596000000000000000e+03,3.417706433214464741e-55,4.745412181716589619e-66
1.597000000000000000e+03,3.159953231582034065e-55,4.319778334160525864e-66
1.598000000000000000e+03,2.921639005838888374e-55,3.932321185539778389e-66
1.599000000000000000e+03,2.701297726538092818e-55,3.579616524293245711e-66
1.600000000000000000e+03,2.497573927790810033e-55,3.258547269259838760e-66
1.601000000000000000e+03,2.309214368893243044e-55,2.966275921998901546e-66
1.602000000000000000e+03,2.135060324808761977e-55,2.700219489965932222e-66
1.603000000000000000e+03,1.974040458078971843e-55,2.458026658922048897e-66
1.604000000000000000e+03,1.825164228313632269e-55,2.237557012836656180e-66
1.605000000000000000e+03,1.687515798717449869e-55,2.036862117634695269e-66
1.606000000000000000e+03,1.560248402168250174e-55,1.854168301613757563e-66
1.607000000000000000e+03,1.442579132188702423e-55,1.687860980350281109e-66
1.608000000000000000e+03,1.333784126767482019e-55,1.536470387563761098e-66
1.609000000000000000e+03,1.233194115402044093e-55,1.398658585833578175e-66
1.610000000000000000e+03,1.140190301970316077e-55,1.273207642372999764e-66
1.611000000000000000e+03,1.054200558103803061e-55,1.159008865362870126e-66
1.612000000000000000e+03,9.746959036451152076e-56,1.055053005718758744e-66
1.613000000000000000e+03,9.011872525389379172e-56,9.604213376984641641e-67
1.614000000000000000e+03,8.332224041380371661e-56,8.742775395233465360e-67
1.615000000000000000e+03,7.703832614161098787e-56,7.958603022572338227e-67
1.616000000000000000e+03,7.122832589746359354e-56,7.244766016227318813e-67
1.617000000000000000e+03,6.585649850217679597e-56,6.594955732937070148e-67
1.618000000000000000e+03,6.088979826945106959e-56,6.003429375355942738e-67
1.619000000000000000e+03,5.629767171985158674e-56,5.464959239208671978e-67
1.620000000000000000e+03,5.205186962602084294e-56,4.974786512657440907e-67
1.621000000000000000e+03,4.812627323287489645e-56,4.528579219577486383e-67
1.622000000000000000e+03,4.449673358375370505e-56,4.122393935058334793e-67
1.623000000000000000e+03,4.114092296411230659e-56,3.752640934785457330e-67
1.624000000000000000e+03,3.803819754888766485e-56,3.416052470305363334e-67
1.625000000000000000e+03,3.516947040858453120e-56,3.109653889800285038e-67
1.626000000000000000e+03,3.251709409286857185e-56,2.830737349150155583e-67
1.627000000000000000e+03,3.006475206935093286e-56,2.576837880947671025e-67
1.628000000000000000e+03,2.779735834973529540e-56,2.345711609973413451e-67
1.629000000000000000e+03,2.570096468586281887e-56,2.135315922606852306e-67
1.630000000000000000e+03,2.376267476475000348e-56,1.943791414917382972e-67
1.631000000000000000e+03,2.197056487478419614e-56,1.769445459898847858e-67
1.632000000000000000e+03,2.031361055503548431e-56,1.610737248620787828e-67
1.633000000000000000e+03,1.878161877645835580e-56,1.466264173094536437e-67
1.634000000000000000e+03,1.736516523778590239e-56,1.334749430511715844e-67
1.635000000000000000e+03,1.605553639037616788e-56,1.215030739304905038e-67
1.636000000000000000e+03,1.484467583537724290e-56,1.106050067307270366e-67
1.637000000000000000e+03,1.372513476345316902e-56,1.006844281232151864e-67
1.638000000000000000e+03,1.269002613219799680e-56,9.165366348359303614e-68
1.639000000000000000e+03,1.173298229935606381e-56,8.343290205396759117e-68
1.640000000000000000e+03,1.084811585121256687e-56,7.594949160317035839e-68
1.641000000000000000e+03,1.002998338519508449e-56,6.913729635161043096e-68
1.642000000000000000e+03,9.273552023879569027e-57,6.293611248624704585e-68
1.643000000000000000e+03,8.574168454410227118e-57,5.729113610022267298e-68
1.644000000000000000e+03,7.927530302876345974e-57,5.215247885498945715e-68
1.645000000000000000e+03,7.329659667544259945e-57,4.747472708451929747e-68
1.646000000000000000e+03,6.776878648137413356e-57,4.321654044511249346e-68
1.647000000000000000e+03,6.265786720622626455e-57,3.934028656381919028e-68
1.648000000000000000e+03,5.793239818322576055e-57,3.581170845660419229e-68
1.649000000000000000e+03,5.356330990669939440e-57,3.259962177703853286e-68
1.650000000000000000e+03,4.952372520617942310e-57,2.967563921988707560e-68
1.651000000000000000e+03,4.578879390704742986e-57,2.701391964397510773e-68
1.652000000000000000e+03,4.233553996056246615e-57,2.459093969716757992e-68
1.653000000000000000e+03,3.914272010288690162e-57,2.238528592516132708e-68
1.654000000000000000e+03,3.619069317363759762e-57,2.037746552682399860e-68
1.655000000000000000e+03,3.346129929002410759e-57,1.854973408359124215e-68
1.656000000000000000e+03,3.093774813332929287e-57,1.688593874046790920e-68
